engine_code	glyph_index	NFT_byte_offset
044C	FFFF	unsupported
044D	FFFF	unsupported
044E	FFFF	unsupported
044F	FFFF	unsupported
0450	FFFF	unsupported
0451	FFFF	unsupported
0452	FFFF	unsupported
0453	FFFF	unsupported
0454	FFFF	unsupported
0455	FFFF	unsupported
0456	FFFF	unsupported
0457	FFFF	unsupported
0458	FFFF	unsupported
0459	FFFF	unsupported
045A	FFFF	unsupported
045B	FFFF	unsupported
045C	FFFF	unsupported
045D	FFFF	unsupported
045E	FFFF	unsupported
045F	FFFF	unsupported
0460	FFFF	unsupported
0461	FFFF	unsupported
0462	FFFF	unsupported
0463	FFFF	unsupported
0464	FFFF	unsupported
0465	FFFF	unsupported
0466	FFFF	unsupported
0467	FFFF	unsupported
0468	FFFF	unsupported
0469	FFFF	unsupported
046A	FFFF	unsupported
046B	FFFF	unsupported
046C	FFFF	unsupported
046D	FFFF	unsupported
046E	FFFF	unsupported
046F	FFFF	unsupported
0470	FFFF	unsupported
0471	FFFF	unsupported
0472	FFFF	unsupported
0473	FFFF	unsupported
0474	FFFF	unsupported
0475	FFFF	unsupported
0476	FFFF	unsupported
0477	FFFF	unsupported
0478	FFFF	unsupported
0479	FFFF	unsupported
047A	FFFF	unsupported
047B	FFFF	unsupported
047C	FFFF	unsupported
047D	FFFF	unsupported
047E	FFFF	unsupported
047F	FFFF	unsupported
0480	FFFF	unsupported
0481	FFFF	unsupported
0482	FFFF	unsupported
0483	FFFF	unsupported
0484	FFFF	unsupported
0485	FFFF	unsupported
0486	FFFF	unsupported
0487	FFFF	unsupported
0488	FFFF	unsupported
0489	FFFF	unsupported
048A	FFFF	unsupported
048B	FFFF	unsupported
048C	FFFF	unsupported
048D	FFFF	unsupported
048E	FFFF	unsupported
048F	FFFF	unsupported
0490	FFFF	unsupported
0491	FFFF	unsupported
0492	FFFF	unsupported
0493	FFFF	unsupported
0494	FFFF	unsupported
0495	FFFF	unsupported
0496	FFFF	unsupported
0497	FFFF	unsupported
0498	FFFF	unsupported
0499	FFFF	unsupported
049A	FFFF	unsupported
049B	FFFF	unsupported
049C	FFFF	unsupported
049D	FFFF	unsupported
049E	FFFF	unsupported
049F	FFFF	unsupported
04A0	FFFF	unsupported
04A1	FFFF	unsupported
04A2	FFFF	unsupported
04A3	FFFF	unsupported
04A4	FFFF	unsupported
04A5	FFFF	unsupported
04A6	FFFF	unsupported
04A7	FFFF	unsupported
04A8	FFFF	unsupported
04A9	FFFF	unsupported
04AA	FFFF	unsupported
04AB	FFFF	unsupported
04AC	FFFF	unsupported
04AD	FFFF	unsupported
04AE	FFFF	unsupported
04AF	FFFF	unsupported
04B0	FFFF	unsupported
04B1	FFFF	unsupported
04B2	FFFF	unsupported
04B3	FFFF	unsupported
04B4	FFFF	unsupported
04B5	FFFF	unsupported
04B6	FFFF	unsupported
04B7	FFFF	unsupported
04B8	FFFF	unsupported
04B9	FFFF	unsupported
04BA	FFFF	unsupported
04BB	FFFF	unsupported
04BC	FFFF	unsupported
04BD	FFFF	unsupported
04BE	FFFF	unsupported
04BF	FFFF	unsupported
04C0	FFFF	unsupported
04C1	FFFF	unsupported
04C2	FFFF	unsupported
04C3	FFFF	unsupported
04C4	FFFF	unsupported
04C5	FFFF	unsupported
04C6	FFFF	unsupported
04C7	FFFF	unsupported
04C8	FFFF	unsupported
04C9	FFFF	unsupported
04CA	FFFF	unsupported
04CB	FFFF	unsupported
04CC	FFFF	unsupported
04CD	FFFF	unsupported
04CE	FFFF	unsupported
04CF	FFFF	unsupported
04D0	FFFF	unsupported
04D1	FFFF	unsupported
04D2	FFFF	unsupported
04D3	FFFF	unsupported
04D4	FFFF	unsupported
04D5	FFFF	unsupported
04D6	FFFF	unsupported
04D7	FFFF	unsupported
04D8	FFFF	unsupported
04D9	FFFF	unsupported
04DA	FFFF	unsupported
04DB	FFFF	unsupported
04DC	FFFF	unsupported
04DD	FFFF	unsupported
04DE	FFFF	unsupported
04DF	FFFF	unsupported
04E0	FFFF	unsupported
04E1	FFFF	unsupported
04E2	FFFF	unsupported
04E3	FFFF	unsupported
04E4	FFFF	unsupported
04E5	FFFF	unsupported
04E6	FFFF	unsupported
04E7	FFFF	unsupported
04E8	FFFF	unsupported
04E9	FFFF	unsupported
04EA	FFFF	unsupported
04EB	FFFF	unsupported
04EC	FFFF	unsupported
04ED	FFFF	unsupported
04EE	FFFF	unsupported
04EF	FFFF	unsupported
04F0	FFFF	unsupported
04F1	FFFF	unsupported
04F2	FFFF	unsupported
04F3	FFFF	unsupported
04F4	FFFF	unsupported
04F5	FFFF	unsupported
04F6	FFFF	unsupported
04F7	FFFF	unsupported
04F8	FFFF	unsupported
04F9	FFFF	unsupported
04FA	FFFF	unsupported
04FB	FFFF	unsupported
04FC	FFFF	unsupported
04FD	FFFF	unsupported
04FE	FFFF	unsupported
04FF	FFFF	unsupported
0500	FFFF	unsupported
0501	FFFF	unsupported
0502	FFFF	unsupported
0503	FFFF	unsupported
0504	FFFF	unsupported
0505	FFFF	unsupported
0506	FFFF	unsupported
0507	FFFF	unsupported
0508	FFFF	unsupported
0509	FFFF	unsupported
050A	FFFF	unsupported
050B	FFFF	unsupported
050C	FFFF	unsupported
050D	FFFF	unsupported
050E	FFFF	unsupported
050F	FFFF	unsupported
0510	FFFF	unsupported
0511	FFFF	unsupported
0512	FFFF	unsupported
0513	FFFF	unsupported
0514	FFFF	unsupported
0515	FFFF	unsupported
0516	FFFF	unsupported
0517	FFFF	unsupported
0518	FFFF	unsupported
0519	FFFF	unsupported
051A	FFFF	unsupported
051B	FFFF	unsupported
051C	FFFF	unsupported
051D	FFFF	unsupported
051E	FFFF	unsupported
051F	FFFF	unsupported
0520	FFFF	unsupported
0521	FFFF	unsupported
0522	FFFF	unsupported
0523	FFFF	unsupported
0524	FFFF	unsupported
0525	FFFF	unsupported
0526	FFFF	unsupported
0527	FFFF	unsupported
0528	FFFF	unsupported
0529	FFFF	unsupported
052A	FFFF	unsupported
052B	FFFF	unsupported
052C	FFFF	unsupported
052D	FFFF	unsupported
052E	FFFF	unsupported
052F	FFFF	unsupported
0530	FFFF	unsupported
0531	FFFF	unsupported
0532	FFFF	unsupported
0533	FFFF	unsupported
0534	FFFF	unsupported
0535	FFFF	unsupported
0536	FFFF	unsupported
0537	FFFF	unsupported
0538	FFFF	unsupported
0539	FFFF	unsupported
053A	FFFF	unsupported
053B	FFFF	unsupported
053C	FFFF	unsupported
053D	FFFF	unsupported
053E	FFFF	unsupported
053F	FFFF	unsupported
0540	FFFF	unsupported
0541	FFFF	unsupported
0542	FFFF	unsupported
0543	FFFF	unsupported
0544	FFFF	unsupported
0545	FFFF	unsupported
0546	FFFF	unsupported
0547	FFFF	unsupported
0548	FFFF	unsupported
0549	FFFF	unsupported
054A	FFFF	unsupported
054B	FFFF	unsupported
054C	FFFF	unsupported
054D	FFFF	unsupported
054E	FFFF	unsupported
054F	FFFF	unsupported
0550	FFFF	unsupported
0551	FFFF	unsupported
0552	FFFF	unsupported
0553	FFFF	unsupported
0554	FFFF	unsupported
0555	FFFF	unsupported
0556	FFFF	unsupported
0557	FFFF	unsupported
0558	FFFF	unsupported
0559	FFFF	unsupported
055A	FFFF	unsupported
055B	FFFF	unsupported
055C	FFFF	unsupported
055D	FFFF	unsupported
055E	FFFF	unsupported
055F	FFFF	unsupported
0560	FFFF	unsupported
0561	FFFF	unsupported
0562	FFFF	unsupported
0563	FFFF	unsupported
0564	FFFF	unsupported
0565	FFFF	unsupported
0566	FFFF	unsupported
0567	FFFF	unsupported
0568	FFFF	unsupported
0569	FFFF	unsupported
056A	FFFF	unsupported
056B	FFFF	unsupported
056C	FFFF	unsupported
056D	FFFF	unsupported
056E	FFFF	unsupported
056F	FFFF	unsupported
0570	FFFF	unsupported
0571	FFFF	unsupported
0572	FFFF	unsupported
0573	FFFF	unsupported
0574	FFFF	unsupported
0575	FFFF	unsupported
0576	FFFF	unsupported
0577	FFFF	unsupported
0578	FFFF	unsupported
0579	FFFF	unsupported
057A	FFFF	unsupported
057B	FFFF	unsupported
057C	FFFF	unsupported
057D	FFFF	unsupported
057E	FFFF	unsupported
057F	FFFF	unsupported
0580	FFFF	unsupported
0581	FFFF	unsupported
0582	FFFF	unsupported
0583	FFFF	unsupported
0584	FFFF	unsupported
0585	FFFF	unsupported
0586	FFFF	unsupported
0587	FFFF	unsupported
0588	FFFF	unsupported
0589	FFFF	unsupported
058A	FFFF	unsupported
058B	FFFF	unsupported
058C	FFFF	unsupported
058D	FFFF	unsupported
058E	FFFF	unsupported
058F	FFFF	unsupported
0590	FFFF	unsupported
0591	FFFF	unsupported
0592	FFFF	unsupported
0593	FFFF	unsupported
0594	FFFF	unsupported
0595	FFFF	unsupported
0596	FFFF	unsupported
0597	FFFF	unsupported
0598	FFFF	unsupported
0599	FFFF	unsupported
059A	FFFF	unsupported
059B	FFFF	unsupported
059C	FFFF	unsupported
059D	FFFF	unsupported
059E	FFFF	unsupported
059F	FFFF	unsupported
05A0	FFFF	unsupported
05A1	FFFF	unsupported
05A2	FFFF	unsupported
05A3	FFFF	unsupported
05A4	FFFF	unsupported
05A5	FFFF	unsupported
05A6	FFFF	unsupported
05A7	FFFF	unsupported
05A8	FFFF	unsupported
05A9	FFFF	unsupported
05AA	FFFF	unsupported
05AB	FFFF	unsupported
05AC	FFFF	unsupported
05AD	FFFF	unsupported
05AE	FFFF	unsupported
05AF	FFFF	unsupported
05B0	FFFF	unsupported
05B1	FFFF	unsupported
05B2	FFFF	unsupported
05B3	FFFF	unsupported
05B4	FFFF	unsupported
05B5	FFFF	unsupported
05B6	FFFF	unsupported
05B7	FFFF	unsupported
05B8	FFFF	unsupported
05B9	FFFF	unsupported
05BA	FFFF	unsupported
05BB	FFFF	unsupported
05BC	FFFF	unsupported
05BD	FFFF	unsupported
05BE	FFFF	unsupported
05BF	FFFF	unsupported
05C0	FFFF	unsupported
05C1	FFFF	unsupported
05C2	FFFF	unsupported
05C3	FFFF	unsupported
05C4	FFFF	unsupported
05C5	FFFF	unsupported
05C6	FFFF	unsupported
05C7	FFFF	unsupported
05C8	FFFF	unsupported
05C9	FFFF	unsupported
05CA	FFFF	unsupported
05CB	FFFF	unsupported
05CC	FFFF	unsupported
05CD	FFFF	unsupported
05CE	FFFF	unsupported
05CF	FFFF	unsupported
05D0	FFFF	unsupported
05D1	FFFF	unsupported
05D2	FFFF	unsupported
05D3	FFFF	unsupported
05D4	FFFF	unsupported
05D5	FFFF	unsupported
05D6	FFFF	unsupported
05D7	FFFF	unsupported
05D8	FFFF	unsupported
05D9	FFFF	unsupported
05DA	FFFF	unsupported
05DB	FFFF	unsupported
05DC	FFFF	unsupported
05DD	FFFF	unsupported
05DE	FFFF	unsupported
05DF	FFFF	unsupported
05E0	FFFF	unsupported
05E1	FFFF	unsupported
05E2	FFFF	unsupported
05E3	FFFF	unsupported
05E4	FFFF	unsupported
05E5	FFFF	unsupported
05E6	FFFF	unsupported
05E7	FFFF	unsupported
05E8	FFFF	unsupported
05E9	FFFF	unsupported
05EA	FFFF	unsupported
05EB	FFFF	unsupported
05EC	FFFF	unsupported
05ED	FFFF	unsupported
05EE	FFFF	unsupported
05EF	FFFF	unsupported
05F0	FFFF	unsupported
05F1	FFFF	unsupported
05F2	FFFF	unsupported
05F3	FFFF	unsupported
05F4	FFFF	unsupported
05F5	FFFF	unsupported
05F6	FFFF	unsupported
05F7	FFFF	unsupported
05F8	FFFF	unsupported
05F9	FFFF	unsupported
05FA	FFFF	unsupported
05FB	FFFF	unsupported
05FC	FFFF	unsupported
05FD	FFFF	unsupported
05FE	FFFF	unsupported
05FF	FFFF	unsupported
0600	FFFF	unsupported
0601	FFFF	unsupported
0602	FFFF	unsupported
0603	FFFF	unsupported
0604	FFFF	unsupported
0605	FFFF	unsupported
0606	FFFF	unsupported
0607	FFFF	unsupported
0608	FFFF	unsupported
0609	FFFF	unsupported
060A	FFFF	unsupported
060B	FFFF	unsupported
060C	FFFF	unsupported
060D	FFFF	unsupported
060E	FFFF	unsupported
060F	FFFF	unsupported
0610	FFFF	unsupported
0611	FFFF	unsupported
0612	FFFF	unsupported
0613	FFFF	unsupported
0614	FFFF	unsupported
0615	FFFF	unsupported
0616	FFFF	unsupported
0617	FFFF	unsupported
0618	FFFF	unsupported
0619	FFFF	unsupported
061A	FFFF	unsupported
061B	FFFF	unsupported
061C	FFFF	unsupported
061D	FFFF	unsupported
061E	FFFF	unsupported
061F	FFFF	unsupported
0620	FFFF	unsupported
0621	FFFF	unsupported
0622	FFFF	unsupported
0623	FFFF	unsupported
0624	FFFF	unsupported
0625	FFFF	unsupported
0626	FFFF	unsupported
0627	FFFF	unsupported
0628	FFFF	unsupported
0629	FFFF	unsupported
062A	FFFF	unsupported
062B	FFFF	unsupported
062C	FFFF	unsupported
062D	FFFF	unsupported
062E	FFFF	unsupported
062F	FFFF	unsupported
0630	FFFF	unsupported
0631	FFFF	unsupported
0632	FFFF	unsupported
0633	FFFF	unsupported
0634	FFFF	unsupported
0635	FFFF	unsupported
0636	FFFF	unsupported
0637	FFFF	unsupported
0638	FFFF	unsupported
0639	FFFF	unsupported
063A	FFFF	unsupported
063B	FFFF	unsupported
063C	FFFF	unsupported
063D	FFFF	unsupported
063E	FFFF	unsupported
063F	FFFF	unsupported
0640	FFFF	unsupported
0641	FFFF	unsupported
0642	FFFF	unsupported
0643	FFFF	unsupported
0644	FFFF	unsupported
0645	FFFF	unsupported
0646	FFFF	unsupported
0647	FFFF	unsupported
0648	FFFF	unsupported
0649	FFFF	unsupported
064A	FFFF	unsupported
064B	FFFF	unsupported
064C	FFFF	unsupported
064D	FFFF	unsupported
064E	FFFF	unsupported
064F	FFFF	unsupported
0650	FFFF	unsupported
0651	FFFF	unsupported
0652	FFFF	unsupported
0653	FFFF	unsupported
0654	FFFF	unsupported
0655	FFFF	unsupported
0656	FFFF	unsupported
0657	FFFF	unsupported
0658	FFFF	unsupported
0659	FFFF	unsupported
065A	FFFF	unsupported
065B	FFFF	unsupported
065C	FFFF	unsupported
065D	FFFF	unsupported
065E	FFFF	unsupported
065F	FFFF	unsupported
0660	FFFF	unsupported
0661	FFFF	unsupported
0662	FFFF	unsupported
0663	FFFF	unsupported
0664	FFFF	unsupported
0665	FFFF	unsupported
0666	FFFF	unsupported
0667	FFFF	unsupported
0668	FFFF	unsupported
0669	FFFF	unsupported
066A	FFFF	unsupported
066B	FFFF	unsupported
066C	FFFF	unsupported
066D	FFFF	unsupported
066E	FFFF	unsupported
066F	FFFF	unsupported
0670	FFFF	unsupported
0671	FFFF	unsupported
0672	FFFF	unsupported
0673	FFFF	unsupported
0674	FFFF	unsupported
0675	FFFF	unsupported
0676	FFFF	unsupported
0677	FFFF	unsupported
0678	FFFF	unsupported
0679	FFFF	unsupported
067A	FFFF	unsupported
067B	FFFF	unsupported
067C	FFFF	unsupported
067D	FFFF	unsupported
067E	FFFF	unsupported
067F	FFFF	unsupported
0680	FFFF	unsupported
0681	FFFF	unsupported
0682	FFFF	unsupported
0683	FFFF	unsupported
0684	FFFF	unsupported
0685	FFFF	unsupported
0686	FFFF	unsupported
0687	FFFF	unsupported
0688	FFFF	unsupported
0689	FFFF	unsupported
068A	FFFF	unsupported
068B	FFFF	unsupported
068C	FFFF	unsupported
068D	FFFF	unsupported
068E	FFFF	unsupported
068F	FFFF	unsupported
0690	FFFF	unsupported
0691	FFFF	unsupported
0692	FFFF	unsupported
0693	FFFF	unsupported
0694	FFFF	unsupported
0695	FFFF	unsupported
0696	FFFF	unsupported
0697	FFFF	unsupported
0698	FFFF	unsupported
0699	FFFF	unsupported
069A	FFFF	unsupported
069B	FFFF	unsupported
069C	FFFF	unsupported
069D	FFFF	unsupported
069E	FFFF	unsupported
069F	FFFF	unsupported
06A0	FFFF	unsupported
06A1	FFFF	unsupported
06A2	FFFF	unsupported
06A3	FFFF	unsupported
06A4	FFFF	unsupported
06A5	FFFF	unsupported
06A6	FFFF	unsupported
06A7	FFFF	unsupported
06A8	FFFF	unsupported
06A9	FFFF	unsupported
06AA	FFFF	unsupported
06AB	FFFF	unsupported
06AC	FFFF	unsupported
06AD	FFFF	unsupported
06AE	FFFF	unsupported
06AF	FFFF	unsupported
06B0	FFFF	unsupported
06B1	FFFF	unsupported
06B2	FFFF	unsupported
06B3	FFFF	unsupported
06B4	FFFF	unsupported
06B5	FFFF	unsupported
06B6	FFFF	unsupported
06B7	FFFF	unsupported
06B8	FFFF	unsupported
06B9	FFFF	unsupported
06BA	FFFF	unsupported
06BB	FFFF	unsupported
06BC	FFFF	unsupported
06BD	FFFF	unsupported
06BE	FFFF	unsupported
06BF	FFFF	unsupported
06C0	FFFF	unsupported
06C1	FFFF	unsupported
06C2	FFFF	unsupported
06C3	FFFF	unsupported
06C4	FFFF	unsupported
06C5	FFFF	unsupported
06C6	FFFF	unsupported
06C7	FFFF	unsupported
06C8	FFFF	unsupported
06C9	FFFF	unsupported
06CA	FFFF	unsupported
06CB	FFFF	unsupported
06CC	FFFF	unsupported
06CD	FFFF	unsupported
06CE	FFFF	unsupported
06CF	FFFF	unsupported
06D0	FFFF	unsupported
06D1	FFFF	unsupported
06D2	FFFF	unsupported
06D3	FFFF	unsupported
06D4	FFFF	unsupported
06D5	FFFF	unsupported
06D6	FFFF	unsupported
06D7	FFFF	unsupported
06D8	FFFF	unsupported
06D9	FFFF	unsupported
06DA	FFFF	unsupported
06DB	FFFF	unsupported
06DC	FFFF	unsupported
06DD	FFFF	unsupported
06DE	FFFF	unsupported
06DF	FFFF	unsupported
06E0	FFFF	unsupported
06E1	FFFF	unsupported
06E2	FFFF	unsupported
06E3	FFFF	unsupported
06E4	FFFF	unsupported
06E5	FFFF	unsupported
06E6	FFFF	unsupported
06E7	FFFF	unsupported
06E8	FFFF	unsupported
06E9	FFFF	unsupported
06EA	FFFF	unsupported
06EB	FFFF	unsupported
06EC	FFFF	unsupported
06ED	FFFF	unsupported
06EE	FFFF	unsupported
06EF	FFFF	unsupported
06F0	FFFF	unsupported
06F1	FFFF	unsupported
06F2	FFFF	unsupported
06F3	FFFF	unsupported
06F4	FFFF	unsupported
06F5	FFFF	unsupported
06F6	FFFF	unsupported
06F7	FFFF	unsupported
06F8	FFFF	unsupported
06F9	FFFF	unsupported
06FA	FFFF	unsupported
06FB	FFFF	unsupported
06FC	FFFF	unsupported
06FD	FFFF	unsupported
06FE	FFFF	unsupported
06FF	FFFF	unsupported
0700	FFFF	unsupported
0701	FFFF	unsupported
0702	FFFF	unsupported
0703	FFFF	unsupported
0704	FFFF	unsupported
0705	FFFF	unsupported
0706	FFFF	unsupported
0707	FFFF	unsupported
0708	FFFF	unsupported
0709	FFFF	unsupported
070A	FFFF	unsupported
070B	FFFF	unsupported
070C	FFFF	unsupported
070D	FFFF	unsupported
070E	FFFF	unsupported
070F	FFFF	unsupported
0710	FFFF	unsupported
0711	FFFF	unsupported
0712	FFFF	unsupported
0713	FFFF	unsupported
0714	FFFF	unsupported
0715	FFFF	unsupported
0716	FFFF	unsupported
0717	FFFF	unsupported
0718	FFFF	unsupported
0719	FFFF	unsupported
071A	FFFF	unsupported
071B	FFFF	unsupported
071C	FFFF	unsupported
071D	FFFF	unsupported
071E	FFFF	unsupported
071F	FFFF	unsupported
0720	FFFF	unsupported
0721	FFFF	unsupported
0722	FFFF	unsupported
0723	FFFF	unsupported
0724	FFFF	unsupported
0725	FFFF	unsupported
0726	FFFF	unsupported
0727	FFFF	unsupported
0728	FFFF	unsupported
0729	FFFF	unsupported
072A	FFFF	unsupported
072B	FFFF	unsupported
072C	FFFF	unsupported
072D	FFFF	unsupported
072E	FFFF	unsupported
072F	FFFF	unsupported
0730	FFFF	unsupported
0731	FFFF	unsupported
0732	FFFF	unsupported
0733	FFFF	unsupported
0734	FFFF	unsupported
0735	FFFF	unsupported
0736	FFFF	unsupported
0737	FFFF	unsupported
0738	FFFF	unsupported
0739	FFFF	unsupported
073A	FFFF	unsupported
073B	FFFF	unsupported
073C	FFFF	unsupported
073D	FFFF	unsupported
073E	FFFF	unsupported
073F	FFFF	unsupported
0740	FFFF	unsupported
0741	FFFF	unsupported
0742	FFFF	unsupported
0743	FFFF	unsupported
0744	FFFF	unsupported
0745	FFFF	unsupported
0746	FFFF	unsupported
0747	FFFF	unsupported
0748	FFFF	unsupported
0749	FFFF	unsupported
074A	FFFF	unsupported
074B	FFFF	unsupported
074C	FFFF	unsupported
074D	FFFF	unsupported
074E	FFFF	unsupported
074F	FFFF	unsupported
0750	FFFF	unsupported
0751	FFFF	unsupported
0752	FFFF	unsupported
0753	FFFF	unsupported
0754	FFFF	unsupported
0755	FFFF	unsupported
0756	FFFF	unsupported
0757	FFFF	unsupported
0758	FFFF	unsupported
0759	FFFF	unsupported
075A	FFFF	unsupported
075B	FFFF	unsupported
075C	FFFF	unsupported
075D	FFFF	unsupported
075E	FFFF	unsupported
075F	FFFF	unsupported
0760	FFFF	unsupported
0761	FFFF	unsupported
0762	FFFF	unsupported
0763	FFFF	unsupported
0764	FFFF	unsupported
0765	FFFF	unsupported
0766	FFFF	unsupported
0767	FFFF	unsupported
0768	FFFF	unsupported
0769	FFFF	unsupported
076A	FFFF	unsupported
076B	FFFF	unsupported
076C	FFFF	unsupported
076D	FFFF	unsupported
076E	FFFF	unsupported
076F	FFFF	unsupported
0770	FFFF	unsupported
0771	FFFF	unsupported
0772	FFFF	unsupported
0773	FFFF	unsupported
0774	FFFF	unsupported
0775	FFFF	unsupported
0776	FFFF	unsupported
0777	FFFF	unsupported
0778	FFFF	unsupported
0779	FFFF	unsupported
077A	FFFF	unsupported
077B	FFFF	unsupported
077C	FFFF	unsupported
077D	FFFF	unsupported
077E	FFFF	unsupported
077F	FFFF	unsupported
0780	FFFF	unsupported
0781	FFFF	unsupported
0782	FFFF	unsupported
0783	FFFF	unsupported
0784	FFFF	unsupported
0785	FFFF	unsupported
0786	FFFF	unsupported
0787	FFFF	unsupported
0788	FFFF	unsupported
0789	FFFF	unsupported
078A	FFFF	unsupported
078B	FFFF	unsupported
078C	FFFF	unsupported
078D	FFFF	unsupported
078E	FFFF	unsupported
078F	FFFF	unsupported
0790	FFFF	unsupported
0791	FFFF	unsupported
0792	FFFF	unsupported
0793	FFFF	unsupported
0794	FFFF	unsupported
0795	FFFF	unsupported
0796	FFFF	unsupported
0797	FFFF	unsupported
0798	FFFF	unsupported
0799	FFFF	unsupported
079A	FFFF	unsupported
079B	FFFF	unsupported
079C	FFFF	unsupported
079D	FFFF	unsupported
079E	FFFF	unsupported
079F	FFFF	unsupported
07A0	FFFF	unsupported
07A1	FFFF	unsupported
07A2	FFFF	unsupported
07A3	FFFF	unsupported
07A4	FFFF	unsupported
07A5	FFFF	unsupported
07A6	FFFF	unsupported
07A7	FFFF	unsupported
07A8	FFFF	unsupported
07A9	FFFF	unsupported
07AA	FFFF	unsupported
07AB	FFFF	unsupported
07AC	FFFF	unsupported
07AD	FFFF	unsupported
07AE	FFFF	unsupported
07AF	FFFF	unsupported
07B0	FFFF	unsupported
07B1	FFFF	unsupported
07B2	FFFF	unsupported
07B3	FFFF	unsupported
07B4	FFFF	unsupported
07B5	FFFF	unsupported
07B6	FFFF	unsupported
07B7	FFFF	unsupported
07B8	FFFF	unsupported
07B9	FFFF	unsupported
07BA	FFFF	unsupported
07BB	FFFF	unsupported
07BC	FFFF	unsupported
07BD	FFFF	unsupported
07BE	FFFF	unsupported
07BF	FFFF	unsupported
07C0	FFFF	unsupported
07C1	FFFF	unsupported
07C2	FFFF	unsupported
07C3	FFFF	unsupported
07C4	FFFF	unsupported
07C5	FFFF	unsupported
07C6	FFFF	unsupported
07C7	FFFF	unsupported
07C8	FFFF	unsupported
07C9	FFFF	unsupported
07CA	FFFF	unsupported
07CB	FFFF	unsupported
07CC	FFFF	unsupported
07CD	FFFF	unsupported
07CE	FFFF	unsupported
07CF	FFFF	unsupported
07D0	FFFF	unsupported
07D1	FFFF	unsupported
07D2	FFFF	unsupported
07D3	FFFF	unsupported
07D4	FFFF	unsupported
07D5	FFFF	unsupported
07D6	FFFF	unsupported
07D7	FFFF	unsupported
07D8	FFFF	unsupported
07D9	FFFF	unsupported
07DA	FFFF	unsupported
07DB	FFFF	unsupported
07DC	FFFF	unsupported
07DD	FFFF	unsupported
07DE	FFFF	unsupported
07DF	FFFF	unsupported
07E0	FFFF	unsupported
07E1	FFFF	unsupported
07E2	FFFF	unsupported
07E3	FFFF	unsupported
07E4	FFFF	unsupported
07E5	FFFF	unsupported
07E6	FFFF	unsupported
07E7	FFFF	unsupported
07E8	FFFF	unsupported
07E9	FFFF	unsupported
07EA	FFFF	unsupported
07EB	FFFF	unsupported
07EC	FFFF	unsupported
07ED	FFFF	unsupported
07EE	FFFF	unsupported
07EF	FFFF	unsupported
07F0	FFFF	unsupported
07F1	FFFF	unsupported
07F2	FFFF	unsupported
07F3	FFFF	unsupported
07F4	FFFF	unsupported
07F5	FFFF	unsupported
07F6	FFFF	unsupported
07F7	FFFF	unsupported
07F8	FFFF	unsupported
07F9	FFFF	unsupported
07FA	FFFF	unsupported
07FB	FFFF	unsupported
07FC	FFFF	unsupported
07FD	FFFF	unsupported
07FE	FFFF	unsupported
07FF	FFFF	unsupported
0800	FFFF	unsupported
0801	FFFF	unsupported
0802	FFFF	unsupported
0803	FFFF	unsupported
0804	FFFF	unsupported
0805	FFFF	unsupported
0806	FFFF	unsupported
0807	FFFF	unsupported
0808	FFFF	unsupported
0809	FFFF	unsupported
080A	FFFF	unsupported
080B	FFFF	unsupported
080C	FFFF	unsupported
080D	FFFF	unsupported
080E	FFFF	unsupported
080F	FFFF	unsupported
0810	FFFF	unsupported
0811	FFFF	unsupported
0812	FFFF	unsupported
0813	FFFF	unsupported
0814	FFFF	unsupported
0815	FFFF	unsupported
0816	FFFF	unsupported
0817	FFFF	unsupported
0818	FFFF	unsupported
0819	FFFF	unsupported
081A	FFFF	unsupported
081B	FFFF	unsupported
081C	FFFF	unsupported
081D	FFFF	unsupported
081E	FFFF	unsupported
081F	FFFF	unsupported
0820	FFFF	unsupported
0821	FFFF	unsupported
0822	FFFF	unsupported
0823	FFFF	unsupported
0824	FFFF	unsupported
0825	FFFF	unsupported
0826	FFFF	unsupported
0827	FFFF	unsupported
0828	FFFF	unsupported
0829	FFFF	unsupported
082A	FFFF	unsupported
082B	FFFF	unsupported
082C	FFFF	unsupported
082D	FFFF	unsupported
082E	FFFF	unsupported
082F	FFFF	unsupported
0830	FFFF	unsupported
0831	FFFF	unsupported
0832	FFFF	unsupported
0833	FFFF	unsupported
0834	FFFF	unsupported
0835	FFFF	unsupported
